text,label
larceny and theft misdemeanor other,theft; larceny; petit theft; grand larceny; stealing; conversion (and attempts at all preceding offenses)
larceny in special maritime jurisdiction,theft; larceny; petit theft; grand larceny; stealing; conversion (and attempts at all preceding offenses)
larceny theft bank,theft; larceny; petit theft; grand larceny; stealing; conversion (and attempts at all preceding offenses)
large capacity magazines,weapon crime
laundering monetary instr contrld sub sell etc,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
laundering of monetary instrument aiding and abetting causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
laundering of monetary instruments,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
laundering of monetary instruments aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
laundering of monetary instruments aiding and abetting and causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
laundering of monetary instruments aiding and abetting causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
laundering of monetary transactions in property derived from specified unalwful activity,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
laundering of monetary transactions in property derived from specified unlawful activity,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
leaving the scene of an accident,leave the scene of an accident; fail to report accident
left turn against signal,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
left turn at intersection from wrong position,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
left turn at intersection improper position,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
left turn wrong lane,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
left turns at intersections or into public or private property,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
lending credit institutions false statement on an application,"give false information (court, law officer)"
less than marijuana,violate controlled/dangerous substance act; drug abuse
lewd act child under,lewd behavior; sex offense; offensive touching
lewd act child undr force,lewd behavior; sex offense; offensive touching
lewd act child undr force felony amended to lewd act child under felony,lewd behavior; sex offense; offensive touching
lewd act child years yrs older,lewd behavior; sex offense; offensive touching
lewd act child years yrs older felony amended to lewd act on child or yrsdefendant least yrs older misdemeanor,lewd behavior; sex offense; offensive touching
lewd act force violence duress,lewd behavior; sex offense; offensive touching
lewd act on child,lewd behavior; sex offense; offensive touching
lewd act upon child age or,lewd behavior; sex offense; offensive touching
lewd act with dependant adult by caretaker,lewd behavior; sex offense; offensive touching
lewd behavior,lewd behavior; sex offense; offensive touching
lewd conduct,lewd behavior; sex offense; offensive touching
lewd conduct in public place,lewd behavior; sex offense; offensive touching
lewd or dissolute conduct in public place,lewd behavior; sex offense; offensive touching
lewd or lascivious act dependant adult use,lewd behavior; sex offense; offensive touching
lewd or lascivious acts child under years,lewd behavior; sex offense; offensive touching
lewd or lascivious acts child under years new effec,lewd behavior; sex offense; offensive touching
lewd or lascivious acts chld,lewd behavior; sex offense; offensive touching
lewd or lascivious acts with child,lewd behavior; sex offense; offensive touching
lewd or lascivious acts with child or yrs,lewd behavior; sex offense; offensive touching
lic lost destroy mutilated,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
lic plates periods of display,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
lic susp revoked,driving while drivers license is suspended; driving while drivers license is revoked
licens plate position vio,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
license in immediate possession,possessing no drivers license; expired drivers license; allowing unlicensed driver to operate vehicle
license not in possession,possessing no drivers license; expired drivers license; allowing unlicensed driver to operate vehicle
license plate display specified,no registration; expired registration; no tags; expired tags/plates
license plates,no registration; expired registration; no tags; expired tags/plates
license plates display specified,no registration; expired registration; no tags; expired tags/plates
license plates periods of display,no registration; expired registration; no tags; expired tags/plates
license plates visible,no registration; expired registration; no tags; expired tags/plates
license suspended revoked other,driving while drivers license is suspended; driving while drivers license is revoked
licensed not in possession while on government reservation,possessing no drivers license; expired drivers license; allowing unlicensed driver to operate vehicle
limit plea barg lewd acts,lewd behavior; sex offense; offensive touching
limo pass use seat belts,seatbelt violation; violate child restraint
loaded firearm in park,possession of firearm
loaded firearm in public,possession of firearm
loan fraud,"give false information (court, law officer)"
lodging or sleeping in public area or in vehicle in public area,loiter and prowl
loiter etc private prop,loiter and prowl
loiter for drugs prostitution,loiter and prowl
loiter intent prostitution,loiter and prowl
loiter intent to prostitute,loiter and prowl
loiter on private property,loiter and prowl
loiter to commit prostitution,loiter and prowl
loiter to engage in prostitution,loiter and prowl
loiter to engage in prostitutn,loiter and prowl
loitering,loiter and prowl
loitering for prostitution,loiter and prowl
loitering for purpose of prostitution,loiter and prowl
loitering obstructing passage signs,loiter and prowl
loitering prohibited,loiter and prowl
loitering truancy,loiter and prowl
looks through hole or opening intent to invade privacy,invade privacy
loud music,disturb the peace; fighting in public; loud noise; breach of peace
loud noise annoyance to persons residing within feet,disturb the peace; fighting in public; loud noise; breach of peace
loud outside veh amp sys,disturb the peace; fighting in public; loud noise; breach of peace
loud unreasonable noise,disturb the peace; fighting in public; loud noise; breach of peace
loud unreasonable noise within university etc,disturb the peace; fighting in public; loud noise; breach of peace
luring of child with intent to commt specified crime,child abuse; endanger the welfare of a child
mail fraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud affecting financial institution,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud against sellers of securities aiding and abetting and willfully causing,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud aiding and abetting and causing an act,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud aiding and abetting and causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud aiding and abetting causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud and aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud and deprivation of right to honest service aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud and wire fraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud conspiracy to commit,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail fraud wire fraud conspiracy to launder money,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mail theft,theft by deception (or attempt)
mail theft and possession of stolen mail aiding and abetting,receive stolen property; possession of stolen property; theft by receiving
mailing threatening communications,threats to injure; terroristic threats; intimidation
maintain location for unlawful sale give away use cont subst,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
maintain place for cultivate and distribute marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
maintain place to sell or use controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
maintain public nuisance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
maintaining drug involved premises,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
maintaining drug involved premises aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
maintaining place for manufacturing and distributing marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
maintaining place for the manufacture and or distribution of methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
maintaining premises for the purpose of drug trafficking,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
make annoying telephonic or electronic contact,telephone harassment; repeat phone calls; annoying phone calls
make design possess incomplete access cards,credit card crimes; credit card fraud; steal credit card; illegally use credit card
make design possess incompleteaccess cards,credit card crimes; credit card fraud; steal credit card; illegally use credit card
make etc fict check etc,theft by check; check deception; deposit account fraud; bad check; worthless check
make etc unauthorized paper money,forgery; possession of forged documents; conspiracy to forge
make or cause to make false claim for health care benefit,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
make pass fictitious check,theft by check; check deception; deposit account fraud; bad check; worthless check
make possess card making equipment or incomplete access card,credit card crimes; credit card fraud; steal credit card; illegally use credit card
make possess card making equipment or incomplete access card felony amended to make possess card making equipment or incomplete access card misdemeanor,credit card crimes; credit card fraud; steal credit card; illegally use credit card
make possess counterfeit plate,forgery; possession of forged documents; conspiracy to forge
make possess fictitious instruments,possession of an instrument of crime; possession of a burglary tool
make possess sell etc any instrument apparatus or device with intent to use to avoid any lawful telephone or telegraph toll charge,possession of an instrument of crime; possession of a burglary tool
making available place for manufacturing storing or distributing methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
making counterfeit postage meter stamps aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
making extortionate extensions of credit,theft by deception (or attempt)
making facility available for storing controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
making false claim for tax refund,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
making false claim for tax refund wire fraud aggravated identity theft,identity theft
making false claims against the and aiding and abetting,"give false information (court, law officer)"
making false claims against united states aiding abetting,"give false information (court, law officer)"
making false documents authorized for registry of aliens,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
making false fictitious and fraudulent statements and representations to the us department of housing and urban development,"give false information (court, law officer)"
making false financial statement,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
making false or fraudulent claims,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
making false report,"give false information (court, law officer)"
making false statement in acquisition of firearm,"give false information (court, law officer)"
making false statement to bank aiding and abetting,"give false information (court, law officer)"
making false statements and representations,"give false information (court, law officer)"
making false statements to an agency of the united states,"give false information (court, law officer)"
making false statements to bank aiding and abetting,"give false information (court, law officer)"
making or presenting false fictitious or fraudulent claim against the united states,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
making place available for the manufacutring storage and distribution of methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
making possessing and uttering counterfeit securities of an organization,uttering; passing forged document
making possessing uttering fictious instrs,possession of an instrument of crime; possession of a burglary tool
making threat against former president of the united states,threats to injure; terroristic threats; intimidation
making threat against the president of the united states,threats to injure; terroristic threats; intimidation
making threat to unlawfully damage and destroy real and personal property by means of fire,destruction of property; malicious destruction of property; criminal destruction of property; criminal damage to property; damage to property
making unregistered firearm in of the national firearms act and criminal forfeiture,weapon crime
making uttering and possession forged check aiding and abetting,uttering; passing forged document
malicious damage real or personal property,destruction of property; malicious destruction of property; criminal destruction of property; criminal damage to property; damage to property
malicious disturb,disturb the peace; fighting in public; loud noise; breach of peace
malicious disturbs another person by loud noise,disturb the peace; fighting in public; loud noise; breach of peace
malicious mischief,criminal mischief; criminal conspiracy
malicious mischief refusal to leave property,criminal mischief; criminal conspiracy
malicious mischief vandalism to under,criminal mischief; criminal conspiracy
maliciously damage and destroy property of others,destruction of property; malicious destruction of property; criminal destruction of property; criminal damage to property; damage to property
maliciously damaging phone or electrical lines,destruction of property; malicious destruction of property; criminal destruction of property; criminal damage to property; damage to property
maliciously remove destroy damage wireless comm device,destruction of property; malicious destruction of property; criminal destruction of property; criminal damage to property; damage to property
maliciously write deface prop,destruction of property; malicious destruction of property; criminal destruction of property; criminal damage to property; damage to property
managing drug establishment sched methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
mand seat belt child,seatbelt violation; violate child restraint
mand seat belt child more than less than,seatbelt violation; violate child restraint
mandatory seat belt,seatbelt violation; violate child restraint
mandatory seat belt use,seatbelt violation; violate child restraint
mandatory use of child passenger restraints in rear seat required for children under,seatbelt violation; violate child restraint
mandatory use of safety belt or child restraint required for children under,seatbelt violation; violate child restraint
mandatory use of safety belts,seatbelt violation; violate child restraint
mandatory use of safety belts required,seatbelt violation; violate child restraint
mandatory use of safety belts required driver,seatbelt violation; violate child restraint
mandatory use of seat belts,seatbelt violation; violate child restraint
mandatory use of seat belts required passenger over years,seatbelt violation; violate child restraint
mandatory use of seatbelts required,seatbelt violation; violate child restraint
manuf distribute transfer etc any assault weapon,possession of firearm
manuf import sale give lend poss instr weapon danger felony amended to manuf import sale give lend posses dirk or dagger felony,weapon crime
manuf import sale give lend posses dirk or dagger,weapon crime
manuf import sell weapons or carry concealed weapons,weapon crime
manufac sell poss dangerous weapons carry explosive,weapon crime
manufacture and possession with intent to distribute marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture and possession with intent to distribute marijuana committing an offense while on pretrial release,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture and possession with intent to distribute methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture cause manufacture import sale undectable firearm,weapon crime
manufacture counterfeit currency,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
manufacture distribution and possession with intent to distribute methamphetamine aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture etc controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture import sale possesses undetectable firearm,possession of firearm
manufacture import sell possess large capacity magazine,weapon crime
manufacture import sell possess large capactiy magazine,weapon crime
manufacture import sell weapons,weapon crime
manufacture marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of at least marijuana plants,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of at least plants of marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of controlled substance and aiding abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of controlled substance marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of hashish oil marijuana and marijuana plants criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of marijuana and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of marijuana and possession with intent to distribute marijuana aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of marijuana plants,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of marijuana plants aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of methamphetamine aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of misbranded drug aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture of or more marijuana plants,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
manufacture ofmarijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture possession with intent to distribute and distribution of methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacture sale counterfeit goods,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
manufacture sale or receipt of large capacity magazine prohibited,weapon crime
manufacture sell counterfeit marks more than article,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
manufacture sell counterfeit marks more than article felony amended to manufacture sell counterfeit marks more than article misdemeanor,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
manufacture sell counterfeit registered mark,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
manufacture sell decorative or facsimile license plates,forgery; possession of forged documents; conspiracy to forge
manufacture slug misuse vendin,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
manufactures etc large capacity magazine,weapon crime
manufacturing at least marijuana plants,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacturing at least plants of marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacturing controlled substances,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacturing counterfeit obligations or securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
manufacturing distributing dispensing or possessing intent to dist controlled substance controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacturing marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacturing of marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
manufacturing over plants of marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
marihuana possession,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
marijuana import,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
marijuana less than,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
marijuana less than charge is infraction,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
marijuana less than charge is infraction misdemeanor amended to infraction poss marijuana infraction,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
marijuana less than ounce,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
marijuana manufacture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
marijuana manufacture aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
marijuana not more than grams,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
marijuana of manufacture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
marijuana possession,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
marijuana possession with intent to distribute and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
marijuana sell distribute or dispense,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
marriage fraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
masturbating in public,indecent exposure
material false statement,"give false information (court, law officer)"
material witness,contempt of court; fail to obey a court order
max spd limit,speeding; improper driving
maximum speed for commercial vehicles,speeding; improper driving
maximum speed limit miles per hour,speeding; improper driving
maximum speed limit mph,speeding; improper driving
maximum speed miles per hour as posted,speeding; improper driving
maximum speed towing,speeding; improper driving
maximum speed trucks,speeding; improper driving
maximum vehicle length,speeding; improper driving
medi cal fraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
medication without prescription,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
meeting minor for lewd purpose,sex offense with a child
merchant knowingly accept bad access card goods etc,credit card crimes; credit card fraud; steal credit card; illegally use credit card
methamphetamine possession,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
mfg import sell possess any laded cane,weapon crime
mfg import sell possess any leaded cane,weapon crime
mfg import sell possess any metal knuckles,weapon crime
mfg import sell possess any short barreled rifle shotgun,weapon crime
mfg import sell possess any shuriken,weapon crime
mfg of phenylacetone,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
mfg sale trans doc to be government issued id or,forgery; possession of forged documents; conspiracy to forge
minimum speed impeding normal flow of traffic,speeding; improper driving
minimum speed law impeding traffic flow,speeding; improper driving
minimum speed violations,speeding; improper driving
minor consume alcohol marijuana or other controlled subst,driving under the influence (dui); driving while intoxicated (dwi); operating under the influence (oui); operating/driving while impaired
minor drive with in excess of,driving under the influence (dui); driving while intoxicated (dwi); operating under the influence (oui); operating/driving while impaired
minor driving with bac of or more,driving under the influence (dui); driving while intoxicated (dwi); operating under the influence (oui); operating/driving while impaired
minor driving with bac of or more infraction amended to dui under age or more misdemeanor,driving under the influence (dui); driving while intoxicated (dwi); operating under the influence (oui); operating/driving while impaired
minor in possession,minor possessing alcohol; sell/give alcohol to a minor
minor in possession of alcohol,minor possessing alcohol; sell/give alcohol to a minor
minor in possession of alcohol while driving,minor possessing alcohol; sell/give alcohol to a minor
minor in possession of alcoholic beverages,minor possessing alcohol; sell/give alcohol to a minor
minor in possession of an alcoholic beverage in public,minor possessing alcohol; sell/give alcohol to a minor
minor possess alcohol,minor possessing alcohol; sell/give alcohol to a minor
minor possess live ammunition,weapon crime
minor possession alcohol,minor possessing alcohol; sell/give alcohol to a minor
minor purchase etc liquor in bar,minor possessing alcohol; sell/give alcohol to a minor
minor under driving with blood alcohol level of or greater,driving under the influence (dui); driving while intoxicated (dwi); operating under the influence (oui); operating/driving while impaired
misapplication of funds by bank employee misdemeanor,theft; larceny; petit theft; grand larceny; stealing; conversion (and attempts at all preceding offenses)
misappropriation of funds for own use,embezzlement
misappropriation of funds for own use or use of another,embezzlement
misappropriation of postal funds by postal service employee,embezzlement
misbranding,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
misdemeanor hit and run,hit and run; vehicular assault
misdemeanor spousal abuse section do not use see,domestic violence; spouse abuse; assault on a female
misprision of felony,obstruct and hinder court proceedings
misuse of department of treasury name and symbols,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
misuse of department of treasury symbols,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
misuse of passport,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
misuse of passport felony,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
misuse of social security number,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
misuse of social security number causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
misuse of social security number for any purpose,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
mnr opr veh carry alc,minor possessing alcohol; sell/give alcohol to a minor
monetary laundering,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering aiding and abetting and causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering aiding and abetting criminal forfeiture,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering and aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering and aiding and abetting gambling,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering concealment aiding and abetting and causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering conspiracy,criminal mischief; criminal conspiracy
money laundering conspiracy criminal forfeiture,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering criminal forfeiture,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering engaging in monetary transactions in property derived from specified unalwful activity,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering fraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
